title,category,date,download_url,download_title
Skeel D. Q2 2017 FOMB Periodic Transactions Report Signed,Document,2017-08-11 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/598ddd318a0e6.pdf,Skeel D. Q2 2017 FOMB Periodic Transactions Report Signed.pdf
Matosantos A. Q2 2017 FOMB Periodic Transactions Report Signed,Document,2017-08-11 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/598ddd28a29e2.pdf,Matosantos A. Q2 2017 FOMB Periodic Transactions Report Signed.pdf
Sánchez E. Q2 2017 FOMB Periodic Transactions Report Signed,Document,2017-08-11 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/598ddd27ef2d1.pdf,Sánchez E. Q2 2017 FOMB Periodic Transactions Report Signed.pdf
González J. Q2 2017 FOMB Periodic Transactions Report Signed,Document,2017-08-11 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/598ddd1d561cc.pdf,González J. Q2 2017 FOMB Periodic Transactions Report Signed.pdf
Jaresko N. Q2 2017 FOMB Periodic Transactions Report Signed,Document,2017-08-11 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/598ddd1ce5977.pdf,Jaresko N. Q2 2017 FOMB Periodic Transactions Report Signed.pdf
González A. Q2 2017 FOMB Periodic Transactions Report Signed,Document,2017-08-11 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/598ddd10b9b87.pdf,González A. Q2 2017 FOMB Periodic Transactions Report Signed.pdf
Carrión J. Q2 2017 FOMB Periodic Transactions Report Signed,Document,2017-08-11 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/598ddd0b3c3d3.pdf,Carrión J. Q2 2017 FOMB Periodic Transactions Report Signed.pdf
García C. Q2 2017 FOMB Periodic Transactions Report Signed,Document,2017-08-11 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/598ddd09819fa.pdf,García C. Q2 2017 FOMB Periodic Transactions Report Signed.pdf
El Koury J. Q2 2017 FOMB Periodic Transactions Report Signed,Document,2017-08-11 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/598ddcfc05f04.pdf,El Koury J. Q2 2017 FOMB Periodic Transactions Report Signed.pdf
Biggs A. Q2 2017 FOMB Periodic Transactions Report Signed,Document,2017-08-11 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/598ddceed2d9a.pdf,Biggs A. Q2 2017 FOMB Periodic Transactions Report Signed.pdf
Unanimous Written Consent Designating a Board Special Committee to Investigate the Puerto Rico Debt,Document,2017-08-08 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/598a41caab253.pdf,Unanimous Written Consent Designating a Board Special Committee to Investigate the Puerto Rico Debt.pdf
"Certified COSSEC Fiscal Plan, As Amended",Document,2017-08-06 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/59876b0437b40.pdf,"Certified COSSEC Fiscal Plan, As Amended.pdf"
Letter to Governor Rosselló Regarding the Certification of COSSEC Fiscal Plan,Document,2017-08-06 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/59876b0484a39.pdf,Letter to Governor Rosselló Regarding the Certification of COSSEC Fiscal Plan.pdf
Board Resolution #3 Adopted During the Ninth Public Meeting Regarding the COSSEC Fiscal Plan,Document,2017-08-06 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/59876afdb6890.pdf,Board Resolution #3 Adopted During the Ninth Public Meeting Regarding the COSSEC Fiscal Plan.pdf
Resolutions Adopted by the Board During its Ninth Public Meeting,Document,2017-08-06 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/59885680c3140.pdf,Resolutions Adopted by the Board During its Ninth Public Meeting.pdf
General Release Regarding the Conclusion of the Ninth Public Meeting,Document,2017-08-04 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/59849be15c4da.pdf,General Release Regarding the Conclusion of the Ninth Public Meeting.pdf
Letter to Governor Rosselló Regarding the Government Right-sizing Measures,Document,2017-08-04 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/59848ba151075.pdf,Letter to Governor Rosselló Regarding the Government Right-sizing Measures.pdf
Conformed Certified Commonwealth Fiscal Plan,Document,2017-08-04 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/598470b72f5b4.pdf,Conformed Certified Commonwealth Fiscal Plan.pdf
Discussion on Right-sizing Measures in Commonwealth Fiscal Plan,Document,2017-08-04 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/59846a175738d.pdf,Discussion on Right-sizing Measures in Commonwealth Fiscal Plan.pdf
Explanatory  Memorandum on Pension Reform,Document,2017-08-04 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/59846972517a9.pdf,Explanatory  Memorandum on Pension Reform.pdf
Certified COSSEC FIscal Plan,Document,2017-08-04 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/598466ef36780.pdf,Certified COSSEC FIscal Plan.pdf
Revitalization Coordinator Employment Agreement - Noel Zamot,Document,2017-08-03 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/5983ee9814933.pdf,Revitalization Coordinator Employment Agreement - Noel Zamot.pdf
COSSEC Fiscal Plan,Document,2017-08-03 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/5983ee753ab14.pdf,COSSEC Fiscal Plan.pdf
Budget Resolution H.R. 189 - Unofficial Translation to English,Document,2017-08-03 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/5983ddf444ee8.pdf,Budget Resolution H.R. 189 - Unofficial Translation to English.pdf
Budget Resolution H.R. 188 - Unofficial Translation to English,Document,2017-08-03 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/5983ddf3eed0e.pdf,Budget Resolution H.R. 188 - Unofficial Translation to English.pdf
Budget Resolution H.R. 186 - Unofficial Translation to English,Document,2017-08-03 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/5983ddf08c155.pdf,Budget Resolution H.R. 186 - Unofficial Translation to English.pdf
Budget Resolution H.R. 187 - Unofficial Translation to English,Document,2017-08-03 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/5983ddf0d9c6b.pdf,Budget Resolution H.R. 187 - Unofficial Translation to English.pdf
General Release Regarding the Investigation of the Puerto Rico Debt,General Release,2017-08-02 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/49/598239c5a7286.pdf,General Release Regarding the Investigation of the Puerto Rico Debt.pdf
General Release Regarding the Board's Ninth Public Meeting,General Release,2017-08-01 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/49/5980e20d39d17.pdf,General Release Regarding the Board's Ninth Public Meeting.pdf
FOMBPRStatement.FederalAssistanceProgram,General Release,2017-08-01 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/49/5980be57835a8.pdf,FOMBPRStatement.FederalAssistanceProgram.pdf
Letter GDB Fiscal Plan Certification and Attachments 8.1.017,Document,2017-08-01 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/59809fc1b7083.pdf,Letter GDB Fiscal Plan Certification and Attachments 8.1.017.pdf
Statement Regarding Memorandum from Former Governor George Pataki,Document,2017-07-31 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/5984659b457e4.pdf,Statement Regarding Memorandum from Former Governor George Pataki.pdf
Annex A - FOMB Annual Report for Fiscal Year 2017,Document,2017-07-31 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/597eb50aae80d.pdf,Annex A - FOMB Annual Report for Fiscal Year 2017.pdf
FOMB Annual Report Per Section 208(a) of PROMESA for Fiscal Year 2017,Document,2017-07-31 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/597eb4ede89ad.pdf,FOMB Annual Report Per Section 208(a) of PROMESA for Fiscal Year 2017.pdf
"Noel Zamot, Revitalization Coordinator, Resume July 2017",Document,2017-07-24 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/59762184ad051.pdf,"Noel Zamot, Revitalization Coordinator, Resume July 2017.pdf"
"Noel Zamot, Revitalization Coordinator, Bio ENG-SPAN as of July 2017",Document,2017-07-24 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/59761f526746a.pdf,"Noel Zamot, Revitalization Coordinator, Bio ENG-SPAN as of July 2017.pdf"
General Release Regarding Appointment of Revitalization Coordinator,General Release,2017-07-24 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/49/59761eb18003a.pdf,General Release Regarding Appointment of Revitalization Coordinator.pdf
Jaime El Koury - Periodic Transaction Report for Q1 2017 (Due to error this document should have posted on June 29),Document,2017-07-24 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/5975e5b1cf004.pdf,Jaime El Koury - Periodic Transaction Report for Q1 2017 (Due to error this document should have posted on June 29).pdf
Unanimous Written Consent - GDB RSA Certification,Document,2017-07-17 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/596fd1ee26659.pdf,Unanimous Written Consent - GDB RSA Certification.pdf
Unanimous Written Consent - GDB Amended Fiscal Plan,Document,2017-07-17 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/596fd1eade114.pdf,Unanimous Written Consent - GDB Amended Fiscal Plan.pdf
Frequently Asked Questions Regarding the Government Development Bank RSA,Document,2017-07-17 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/596d06060ba80.pdf,Frequently Asked Questions Regarding the Government Development Bank RSA.pdf
Fact Sheet Regarding the Government Development Bank RSA,Document,2017-07-17 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/596d06066710c.pdf,Fact Sheet Regarding the Government Development Bank RSA.pdf
General Release Regarding the Government Development Bank (GDB) RSA,General Release,2017-07-14 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/49/5969588059730.pdf,General Release Regarding the Government Development Bank (GDB) RSA.pdf
"Unanimous Written Consent Regarding the FY2018 Budget, As Corrected",Document,2017-07-14 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/596949c31a71e.pdf,"Unanimous Written Consent Regarding the FY2018 Budget, As Corrected.pdf"
Final RC 189,Document,2017-07-14 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/596949bb4c3a4.pdf,Final RC 189.pdf
"Letter to the Governor and the Presidents of the Senate and the House of Representatives Regarding the Certification of Compliance of the Territory Budget for FY 2018, As Corrected",Document,2017-07-14 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/596949bb9c373.pdf,"Letter to the Governor and the Presidents of the Senate and the House of Representatives Regarding the Certification of Compliance of the Territory Budget for FY 2018, As Corrected.pdf"
Final RC 187 - With Marked Changes,Document,2017-07-14 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/596949b991840.pdf,Final RC 187 - With Marked Changes.pdf
Final RC 188,Document,2017-07-14 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/596949b9ea717.pdf,Final RC 188.pdf
Final RC 186 - With Marked Changes,Document,2017-07-14 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/596949b838b96.pdf,Final RC 186 - With Marked Changes.pdf
Final RC 187,Document,2017-07-14 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/596949b8ce686.pdf,Final RC 187.pdf
Final RC 186,Document,2017-07-14 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/596949b7da397.pdf,Final RC 186.pdf
Minutes of Third FOMB Public Meeting,Document,2017-07-14 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/5968f1896991b.pdf,Minutes of Third FOMB Public Meeting.pdf
Minutes of Sixth FOMB Public Meeting,Document,2017-07-14 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/5968f173681f1.pdf,Minutes of Sixth FOMB Public Meeting.pdf
"Minutes (Executive Session) (May 26, 2017)",Document,2017-07-14 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/5968f173bc6c9.pdf,"Minutes (Executive Session) (May 26, 2017).pdf"
Minutes of Seventh FOMB Public Meeting,Document,2017-07-14 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/5968f16ee67a5.pdf,Minutes of Seventh FOMB Public Meeting.pdf
Minutes of Fourth FOMB Public Meeting,Document,2017-07-14 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/5968f16a2baef.pdf,Minutes of Fourth FOMB Public Meeting.pdf
Minutes of Fifth FOMB Public Meeting,Document,2017-07-14 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/5968f168acdaa.pdf,Minutes of Fifth FOMB Public Meeting.pdf
"Minutes (Executive Session) (June 27, 2017)",Document,2017-07-14 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/5968f16714dc0.pdf,"Minutes (Executive Session) (June 27, 2017).pdf"
"Minutes (Executive Session) (May 1, 2017)",Document,2017-07-14 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/5968f1678abc2.pdf,"Minutes (Executive Session) (May 1, 2017).pdf"
Unanimous Written Consent - Commonwealth of Puerto Rico Title III,Document,2017-07-14 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/5968df1e32c5b.pdf,Unanimous Written Consent - Commonwealth of Puerto Rico Title III.pdf
Unanimous Written Consent - PR Highway and Transportation Authority Title III,Document,2017-07-14 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/5968df1a83082.pdf,Unanimous Written Consent - PR Highway and Transportation Authority Title III.pdf
Unanimous Written Consent - Employee's Retirement System Title III,Document,2017-07-14 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/5968df180d09b.pdf,Unanimous Written Consent - Employee's Retirement System Title III.pdf
Unanimous Written Consent - COFINA Title III,Document,2017-07-14 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/5968df10ddc20.pdf,Unanimous Written Consent - COFINA Title III.pdf
Board Resolution - PREPA Title III,Document,2017-07-14 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/5968df0dcbf1e.pdf,Board Resolution - PREPA Title III.pdf
Arthur González Financial Disclosures as of Dec. 31 2016,Document,2017-07-13 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/596801063879a.pdf,Arthur González Financial Disclosures as of Dec. 31 2016.pdf
José Ramón González Financial Disclosure as of Dec. 31 2016,Document,2017-07-13 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/596801017280e.pdf,José Ramón González Financial Disclosure as of Dec. 31 2016.pdf
José Carrión Periodic Transaction Report for Q1 2017,Document,2017-07-13 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/596800fa7e3c2.pdf,José Carrión Periodic Transaction Report for Q1 2017.pdf
José Carrión Financial Disclosure as of Dec. 31 2016,Document,2017-07-13 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/596800fadb9cc.pdf,José Carrión Financial Disclosure as of Dec. 31 2016.pdf
David Skeel Financial Disclosure as of Dec. 31 2016,Document,2017-07-13 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/596800f36992a.pdf,David Skeel Financial Disclosure as of Dec. 31 2016.pdf
Carlos García Financial Disclosure as of Dec. 31 2016,Document,2017-07-13 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/596800f1938ab.pdf,Carlos García Financial Disclosure as of Dec. 31 2016.pdf
Andrew Biggs Financial Disclosure as of Dec. 31 2016,Document,2017-07-13 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/596800efd11df.pdf,Andrew Biggs Financial Disclosure as of Dec. 31 2016.pdf
Ana Matosantos Financial Disclosure as of Dec. 31 2016,Document,2017-07-13 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/596800ef2be23.pdf,Ana Matosantos Financial Disclosure as of Dec. 31 2016.pdf
General Release Regarding the Publication of the Updated Financial Information of the Board Members,General Release,2017-07-13 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/49/5975e7fcc0d5b.pdf,General Release Regarding the Publication of the Updated Financial Information of the Board Members.pdf
US Government Accountability Office Report to Congressional Committees: Small Business Federal Contracting,Document,2017-07-12 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/596636f6e83bd.pdf,US Government Accountability Office Report to Congressional Committees: Small Business Federal Contracting.pdf
General Release Regarding Meeting with Administration Officials,General Release,2017-07-06 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/49/595eb3a1a2c41.pdf,General Release Regarding Meeting with Administration Officials.pdf
General Release Regarding the Filing of Title III for PREPA,General Release,2017-07-02 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/49/595eb0f5c2271.pdf,General Release Regarding the Filing of Title III for PREPA.pdf
Projected Oversight Board Budget for Fiscal Year 2018,Document,2017-07-02 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/59591e28dbdb4.pdf,Projected Oversight Board Budget for Fiscal Year 2018.pdf
Exhibits A to G with amended resolutions for the FY 2018 Commonwealth of Puerto Rico Budget,Document,2017-07-02 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/59591daabd5eb.pdf,Exhibits A to G with amended resolutions for the FY 2018 Commonwealth of Puerto Rico Budget.pdf
Certification Letter for the FY 2018 PRHTA Budget,Document,2017-06-30 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/59570fd88f22b.pdf,Certification Letter for the FY 2018 PRHTA Budget.pdf
Certification Letter for the FY 2018 PRASA Budget,Document,2017-06-30 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/59570fc917df4.pdf,Certification Letter for the FY 2018 PRASA Budget.pdf
Certification Letter for the FY 2018 PREPA Budget,Document,2017-06-30 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/59570fc8a3f6a.pdf,Certification Letter for the FY 2018 PREPA Budget.pdf
Certification Letter for the FY 2018 GBD Budget,Document,2017-06-30 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/59570fba06752.pdf,Certification Letter for the FY 2018 GBD Budget.pdf
Appendixes A & B for the FY 2018 PRHTA Budget,Document,2017-06-30 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/59570fb2daee8.pdf,Appendixes A & B for the FY 2018 PRHTA Budget.pdf
Appendixes A & B for the FY 2018 PREPA Budget,Document,2017-06-30 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/59570faf223e1.pdf,Appendixes A & B for the FY 2018 PREPA Budget.pdf
Appendixes A & B for the FY 2018 GDB Budget,Document,2017-06-30 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/59570fa548758.pdf,Appendixes A & B for the FY 2018 GDB Budget.pdf
Appendixes A & B for the FY 2018 PRASA Budget,Document,2017-06-30 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/59570fa3d2d11.pdf,Appendixes A & B for the FY 2018 PRASA Budget.pdf
Letter to the Governor and the Presidents of the Senate and the House Certifying the FY 2018 Government of Puerto Rico Budget,Document,2017-06-30 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/59570d1595f5e.pdf,Letter to the Governor and the Presidents of the Senate and the House Certifying the FY 2018 Government of Puerto Rico Budget.pdf
"Forculus Communications, LLC Amended Contract",Document,2017-06-30 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/5967f5e4223e0.pdf,"Forculus Communications, LLC Amended Contract.pdf"
Materials Related to FY2018 Government of Puerto Rico Budget,Document,2017-06-30 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/5969454ae4034.pdf,Materials Related to FY2018 Government of Puerto Rico Budget.pdf
General Release - Conclusion of the Eight Board Public Meeting,General Release,2017-06-30 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/49/59567f780773f.pdf,General Release - Conclusion of the Eight Board Public Meeting.pdf
PRHTA 2018 Budget Presentation,Document,2017-06-29 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/5955bb7817083.pdf,PRHTA 2018 Budget Presentation.pdf
GDB 2018 Budget Presentation,Document,2017-06-29 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/5955b3313f891.pdf,GDB 2018 Budget Presentation.pdf
PREPA 2018 Budget Presentation,Document,2017-06-29 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/5955b329a27b2.pdf,PREPA 2018 Budget Presentation.pdf
PRASA 2018 Budget Presentation,Document,2017-06-29 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/5955b32416ee7.pdf,PRASA 2018 Budget Presentation.pdf
PREPA Budget for FY 2018,Document,2017-06-29 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/5955b3053f1b7.pdf,PREPA Budget for FY 2018.pdf
GDB Budget for FY 2028,Document,2017-06-29 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/5955b305dffd4.pdf,GDB Budget for FY 2028.pdf
PRASA Budget for FY 2018,Document,2017-06-29 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/5955b304608c5.pdf,PRASA Budget for FY 2018.pdf
PRHTA Budget for FY 2018,Document,2017-06-29 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/5955b304acf2d.pdf,PRHTA Budget for FY 2018.pdf
Natalie Jaresko - Initial Employment Financial Disclosures,Document,2017-06-29 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/59559f3c15ccc.pdf,Natalie Jaresko - Initial Employment Financial Disclosures.pdf
José B. Carrión - Periodic Transaction Report for Q1 2017,Document,2017-06-29 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/59559f2edb717.pdf,José B. Carrión - Periodic Transaction Report for Q1 2017.pdf
Arthur González Financial Disclosures as of Dec. 31 2016 (Mislabeled - Corresponds to José Ramón González Periodic Transaction Report for Q1 2017),Document,2017-06-29 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/59559f230d8a1.pdf,Arthur González Financial Disclosures as of Dec. 31 2016 (Mislabeled - Corresponds to José Ramón González Periodic Transaction Report for Q1 2017).pdf
Elías Sánchez - Periodic Transaction Report for Q1 2017,Document,2017-06-29 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/59559f176da9f.pdf,Elías Sánchez - Periodic Transaction Report for Q1 2017.pdf
David Skeel - Periodic Transaction Report for Q1 2017,Document,2017-06-29 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/59559f0906f08.pdf,David Skeel - Periodic Transaction Report for Q1 2017.pdf
Carlos García - Periodic Transaction Report for Q1 2017,Document,2017-06-29 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/59559efe61ec8.pdf,Carlos García - Periodic Transaction Report for Q1 2017.pdf
Arthur González - Periodic Transaction Report for Q1 2017,Document,2017-06-29 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/59559efcd78ad.pdf,Arthur González - Periodic Transaction Report for Q1 2017.pdf
Ana Matosantos - Periodic Transaction Report for Q1 2017,Document,2017-06-29 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/59559ef32419c.pdf,Ana Matosantos - Periodic Transaction Report for Q1 2017.pdf
Andrew Biggs - Periodic Transaction Report for Q1 2017,Document,2017-06-29 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/59559ef2cc55b.pdf,Andrew Biggs - Periodic Transaction Report for Q1 2017.pdf
Letter sent to AAFAF's Chief Legal and Regulatory Counsel Regarding PREPA,Document,2017-06-29 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/59558f7c56536.pdf,Letter sent to AAFAF's Chief Legal and Regulatory Counsel Regarding PREPA.pdf
José Ramón González Periodic Transaction Report for Q1 2017,Document,2017-06-29 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/59721af53b304.pdf,José Ramón González Periodic Transaction Report for Q1 2017.pdf
General Release Regarding Additional Information Provided to PREPA Creditors,General Release,2017-06-28 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/49/595410dba1250.pdf,General Release Regarding Additional Information Provided to PREPA Creditors.pdf
Discussion Materials Provided to PREPA Creditors,Document,2017-06-28 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/59541059555cc.pdf,Discussion Materials Provided to PREPA Creditors.pdf
General Release Regarding the Board's Decision on the PREPA's RSA,General Release,2017-06-27 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/49/5953131baf086.pdf,General Release Regarding the Board's Decision on the PREPA's RSA.pdf
General Release Regarding Non-Compliance Letter Sent to the Presidents of the Senate and the House of Representatives,General Release,2017-06-27 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/49/5952f2f11b661.pdf,General Release Regarding Non-Compliance Letter Sent to the Presidents of the Senate and the House of Representatives.pdf
Notice of Non-Compliance Sent to the Legislative Assembly Regarding the Budget for FY 2018 (Includes Appendixes),Document,2017-06-27 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/5952f0e88f157.pdf,Notice of Non-Compliance Sent to the Legislative Assembly Regarding the Budget for FY 2018 (Includes Appendixes).pdf
General Release Regarding the Board's Eight Open Meeting,General Release,2017-06-27 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/49/5952c4ad2b3d5.pdf,General Release Regarding the Board's Eight Open Meeting.pdf
"Letter to the Governor, the Presidents of the Senate and the House of Representatives regarding the government liquidity and other topics",Document,2017-06-16 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/59440293d48b3.pdf,"Letter to the Governor, the Presidents of the Senate and the House of Representatives regarding the government liquidity and other topics.pdf"
Prime Clerk - Revised Engagement Letter,Document,2017-06-10 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/593bf5aa90256.pdf,Prime Clerk - Revised Engagement Letter.pdf
Epiq Standard Services Contract,Document,2017-06-10 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/593bf5a7dc1ef.pdf,Epiq Standard Services Contract.pdf
General Release Regarding the Proposed Budget for FY2018,General Release,2017-06-03 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/49/5932de64cbc67.pdf,General Release Regarding the Proposed Budget for FY2018.pdf
"Letter to Governor Rosselló and the Presidents of the Senate and the House of Representatives Regarding the FY2018 Budget. Includes Appendixes A (Unanimous Consent from the Board), B and C (Budget Joint Resolutions).",Document,2017-06-02 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/5931f195b70d1.pdf,"Letter to Governor Rosselló and the Presidents of the Senate and the House of Representatives Regarding the FY2018 Budget. Includes Appendixes A (Unanimous Consent from the Board), B and C (Budget Joint Resolutions)..pdf"
